text,sentiment,result
RT @Dennis_Trades: Did @Nasdaq really just try to hide the 4th industrial revolution by calling it “Future forward infrastructure”??? Can’t…,negative,neutral
You can take profits on $AAPL and $CVS,positive,neutral
RT @TommyTheBull287: $AAPL I am in $350 call swing a lot of resistance picking back up on $350 trend will see https://t.co/I1DODV7xRx,neutral,neutral
"Many #investors #LOOSE #MONEY #Trading with
@robinhoodapp due to their #platform #problems!

#robinhood #robinhoodapp #robinhoodoutage $amzn $msft $fb $ba https://t.co/sL5zc5YOWn",negative,negative
$FB Delta expiration 05/01/2020 #maxpain #options https://t.co/bDhWihGdXA https://t.co/kdT3d7LjyS,neutral,neutral
"RT @RodBoydILM: $FB is becoming indistinguishable from Fox News. 
Or is it the other way around?",neutral,neutral
"RT @anuragchawla32: Did you know which stocks comes under Bank Nifty?

Here is the breakup of Bank Nifty for better understanding which sto…",positive,positive
Morning Market Report #Nifty #nifty50 #sensex #stocks #stockstowatch #Stock #share #sharemarket https://t.co/seCz2W3FuV,neutral,neutral
$aapl added fee more here. Average is 1.47 now.,positive,neutral
"@Tesla stock going up.. I so regret selling my shares at $900 

#investing #stocks",negative,neutral
RT @JLyonsFundMgmt: Chart Of The Day: ISE Equity Call/Put Ratio hits highest level in 8 years (...red flag or 1-day outlier?) $SPY $SPX htt…,negative,positive
"RT @thedevman1: Did you hear about #Facebook?

Zuck lost a little money...7 BILLION I think.🤷‍♂️
Seems some advertisers pulled their Ads Cu…",negative,negative
"A Boomer's Plea: https://t.co/HVe2unB8ig

Sector expert Michael Ballanger voices frustration with his own generation, which has ""turned a blind eye"" to the radical, fiscal and moral principles that shaped it.

#economy #stocks #investing  @MiningJunkie https://t.co/GwNcM1ZxFN",negative,negative
"RT @bsindia: Shares of metal companies were under pressure with Nifty Metal index falling 6% on the NSE on concerns of weak demand

#market…",negative,negative
RT @StocksNJocks: We welcome Fari Hamzei of @HamzeiAnalytics back to the show next. Stream us LIVE on https://t.co/6IvBdicpPw. #stocks #mar…,neutral,neutral
"🔔The Morning Ring🔔

“ I accepted everything for what it was-not what I wanted it to be.” - Nicolas Darvas

#tradingmindset #stocks #canslim #StockMarket https://t.co/wMrps4MBhD",neutral,neutral
RT @fawkesmask: @federalreserve Thank god the SP500 is going to ATH. Good job guys.,positive,positive
RT @leadlagreport: Several large corporations are stopping advertising on Facebook either till July or for the whole of this year. If these…,negative,negative
RT @randywhorton: Coming Up: #DayTrading Talks &amp; Tips with a special guest. (Sonja) #Live June 8 2020 at 8:PM Riyadh Time (1:PM EST). #Stoc…,neutral,neutral
"Amazon isn’t the only e-commerce company thriving. $AMZN shares have climbed &gt;30% this year. But some online retailers are faring even better. Shares of Wayfair, the online furniture and home goods seller, have doubled in price in 2020. /via @qz https://t.co/GQOmMzgcF9",positive,positive
"@SullyCNBC ICYMI we replaced $FAANG w/ $WACT - $WMT $AMZN $COST $TGT #deathofretail

cc: @RiskReversal @GuyAdami @JeffMacke https://t.co/clNllypHuT",neutral,neutral
"RT @Sarge986: Sizzling Nasdaq, Covid Crossroads, Coins Collect Dust, Thoughts on BP $KR $KFY $JBHT $LSTR $UPS $FDX $AMZN $MA $DIS $AAPL $FB…",neutral,neutral
RT @SorabNY: Today’s profit $656  $spy $spx $tsla $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstreet #S…,positive,neutral
Avanos Medical Inc $AVNS Receives Average Recommendation of “Hold” from Brokerages https://t.co/iyVuFxoiQx #stocks,neutral,neutral
"$spy $spx $ES_F if markets base on weekly charts thursday, yall are in for a treat next week",positive,neutral
$SPX could very well erase all of its 2020 losses after being down more than 30% year to date https://t.co/2MWKqKD1Go,negative,negative
RT @realwillmeade: Netflix $NFLX now has a bigger market cap than Disney $DIS but if 29 states open up on May1st and sports are back on ($D…,positive,neutral
"Disney misses quarterly profit estimates, offering the first assessment of the damage the pandemic has wreaked on the entertainment giant's business https://t.co/7QsqF5qWQp $DIS",negative,negative
"Mueller Water Products, Inc. $MWA Short Interest Update https://t.co/H4pt4tNfFl #stocks",positive,neutral
RT @RichLightShed: Just spoke to union leaders representing Walt Disney World cast members in Orlando - Confirmed that Disney is NOT testin…,neutral,neutral
"$twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna
$penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa
#ThursdayThoughts #thursdayvibes #Thursday 
@goldsworthy_art https://t.co/sd3FznTOem",neutral,neutral
"Bias Game #48
Fellow traders, here we are with another Bias Game quiz! 
Let's see what you think of this one 😉
Vote in our latest tweet!
If you like this content, help us share!! 👍
#Wyckoff #trading #wyckoffmethod #stocks #stockmarket #learntotrade #tradelikeapro #cryptotrading https://t.co/mHVUpXmDmo",neutral,neutral
REPORT: Facebook fails to win over ad boycott organizers $FB https://t.co/csoywrk0MP,negative,negative
"RT @gholland04: 💥💥💥 Obama administration repeatedly sought to cut PPE stockpile ...

... and with $T deficits the Dems are trying to Blame…",negative,negative
"RT @JesseCohenInv: 💥Notable #Earnings To Watch This Week (via @eWhispers)💥

Mon: $PEP 
Tues: $JPM $C $WFC $DAL $FAST
Wed: $GS $PNC $BK $UNH…",neutral,neutral
"With past performance like this, how can you not sign up for a Free 10-day trial to https://t.co/dciVAHNRLf? Winning Option Swing Trades Since 2006  $AMZN $GOOGL $NFLX $FB $AAPL",positive,positive
"$PJP #X5 Retail Group N.V. GDR X5 Earnings Preview 1Q 20 - Profitability under pressure as gross margin normalises: Revenue expected to grow by 15.7% yoy: We expect revenue to amount to RUB 469.4 bn, growing by 15.7%. Net retail sales… https://t.co/1QKnB9pTSk #equity #stocks",positive,positive
$FB reports FQ1 earnings of $1.71 EPS and $17.74B Revs - https://t.co/g6Ov8jwf4X,neutral,neutral
"Mix Pre market action! Top traded large caps in pre market! 
$BA-1.57%
$NCLH-9.35%
$SPY+0.5%
$CCL-4.55%
$AAPL+0.96%
$AAL-0.29%
$TSLA+0.39%
$UAL-1.69%
$NKLA+4.8%
$QQQ+0.70%
$TQQQ+2.2%
$RCL-4.85%
$DAL-0.89%
$NIO+2.3%
$BYND+3.3%
$MSFT+0.7%
$DKNG-4.3%
$IWM+0.85%
$AMZN+0.9%
$AMD+0.79% https://t.co/qgjzbWJJM8",positive,neutral
"Target Locked $KO 
This looks bad, sell at $49.00 
Take Profit: $47.71 
Stop Loss: $49.49 
Trade with us:https://t.co/injT0PPxiC 
$TSLA $SPY $AAPL #Forex https://t.co/Honl7d4u7m",negative,negative
"RT @RisingSunCap: Isn’t $DIS a short on lackluster #reopening follow thru like the casinos in early-to-mid June?

Cc: @RichLightShed https:…",neutral,negative
@petenajarian $msft 182.50 16k weeklys bought today ...,positive,neutral
RT @passthepuck: NO ONE IS TALKING ABOUT THIS...WHY?  Respiratory acidosis develops when air inhaled into and exhaled from the lungs does n…,negative,neutral
"#LUPIN , Buy LUPIN Now @ 938.8

Looking good for  1000,  1100,  1240 ,  1370++++ in near term..  Support , between 850-890

#nifty #banknifty #equity #stocks #b7232506 #trading #sp https://t.co/pdah5NXMyt",positive,positive
Ascendis Pharma A/S $ASND Given New $219.00 Price Target at Oppenheimer https://t.co/DNYoPfBPv6 #stocks,neutral,neutral
"$NVDA $INTC both downgraded today, fwiw.",negative,negative
RT @MoHossain: “The forward 12-month P/E ratio for $SPX of 21.8 is well above the 5-year average (16.9) and the 10-year average (15.2)” @Fa…,positive,neutral
"RT @icewood_blade: Historically, amongst OTC #stocks reverse merger plays have the most insane ROI percentages. We have one on the brink of…",negative,neutral
@SaharasCharts Nice call on $Spx yesterday,positive,neutral
"Are you ready for your 10-Day free trial, No credit Card required. Begin growing your portfolio with OptionAlarm Option Swing Trades today! https://t.co/7I5Am7xkYr $AAPL$NVDA $MSFT",neutral,neutral
Earnings Season For Nordic Banks Is Upon Us. https://t.co/j7ewU8hGZn #stocks #stockmarket #economy,neutral,neutral
SP500 Daily Chart https://t.co/tcQACjY2UL 🙋 Bet with $BTC via  ⟶ https://t.co/IZRIXuhFIf √ https://t.co/tWlz9JjcGY,neutral,neutral
"@HillaryClinton @JoeBiden 3 perverts. #metoo FOUNDATION -- all tax-free

$DJIA $SPX $NDX $IWM $AMZN $GOOGL $GS $FB $TWTR https://t.co/IwndRrSqLL",negative,neutral
RT @AlmondConfirmed: I wonder why neither Apple nor Fitbit have been able to release a similar functionality to help with virus detection.…,negative,positive
#technicalanalysis #elliottwave #priceaction #swingtrader #swingtrading #motivation #luxurylifestyle #stockmarket #millionaire #cash #FXsignals #successful #stocks #trading #investment #knowledge #forex #makemoney #motivated #wallstreet # scalping #financial #financialfreedom https://t.co/k8IdWeCJg5,positive,positive
"$AAPL
watch 328+",neutral,neutral
"I am looking to #invest in #stocks and I want to invest in a #blackowned #tech or #sustainablefashion company. If you have any recommendations, please let me know 🙏🏾💕",positive,neutral
RT @frontierx5: $SPX $SPY if the president of the u.s.a says expect a V recovery maybe you should take the hint..,neutral,neutral
RT @ReformedBroker: Amazon is less than 2% away from a record high. $AMZN is 10% or so of the QQQ's https://t.co/ejWq3o2AuA,positive,neutral
"#USDJPY hit 1st Target!🔥🔥 25 pips profit!✅🔥🔥

I know you will miss out : https://t.co/dOfAlEtA43

#stocks #XAGUSD #forextrading $ETH $BTC #EURCHF #CRYPTO #XAUSUD #fx #FB $BTC #Forex #forexsignal #EURUSD #AAPL 513737083 https://t.co/4o1nOpP9PF",neutral,negative
"$spy $gspc $aapl $nflx $goog $tsla Financial stocks reverse course, as J.P. Morgan and Wells Fargo shares swing to losses  https://t.co/6NRdAue7ZU",negative,negative
"RT @Terri1618: $SPY update. Consolidating the big move up. Reaction2 eps will be key. Patience4 high probability setups

T: $PINS $ZM locku…",positive,neutral
Pilots in Pakistan air crash distracted by ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/8f5TNzCEOd,negative,negative
7 Investing Principals #Investing #StockMarket #Retirement #Stocks #Bonds Download our free guide https://t.co/yWXwHQvLLK https://t.co/NHLyu8NgBr,neutral,neutral
Looks like growth stocks are taking it on the chin today. Possible profit taking and rotation into value names. Some consolidation was due. $SPX,positive,neutral
"RT @dreambigly: $aapl up overnight as usual lately needs to get over 400 fast of take the market down, 3230 SP resistance 
everyone needs a…",negative,neutral
$SPX $SPY $QQQ @federalreserve @realDonaldTrump bring the market down! https://t.co/Tuh7ft0s4U,negative,neutral
"Watching Mark Zuckerberg interview Dr. Fauci on Facebook Live $FB #COVID19 
https://t.co/QuOzCOfasb https://t.co/DQEfxFaIIX",neutral,neutral
Crazy opening gaps... $SPY $SPX 😘,negative,neutral
RT @FactSet: The forward 12-month P/E ratio for $SPX of 21.8 is well above the 5-year average (16.9) and the 10-year average (15.2). https:…,positive,neutral
"RT @CCM_Ryan: I’m intrigued by the concept of thematic investing. Building a portfolio around central themes/trends

- CTV $ROKU $TTD
- War…",neutral,neutral
RT @DKellerCMT: Can't be too negative on stocks until I see cumulative advance-declines breaking support then making a lower low.  Teasing…,negative,negative
$FB puts gonna slap today,positive,neutral
RT @mardermarket: “Don’t be a hero. Don’t have an ego. Always question yourself and your ability. Don’t ever feel that you are very good. T…,negative,negative
Buy rating ✅✅ $insg Inseego #stockstowatch #stocks #technology https://t.co/Y00iC3nG3Q,positive,neutral
RT @syinvesting: @PeterKolchinsky @UniofOxford @VasNarasimhan @BioCentury #COVID19 An updated vaccine pipeline from @TheLancet: https://t.c…,neutral,neutral
"RT @SoccerMomTrades: This is how I see $ES right now...bearish bias under $3232 . The closer you open your short to that zone, the better y…",negative,positive
Brokers Issue Forecasts for Centennial Resource Development Inc’s Q1 2020 Earnings $CDEV https://t.co/xZREqdbLed #stocks,neutral,neutral
"RT @ScalpMaster1: Long Watches: $AMZN, $TSLA, $IMRN, $AAPL, $BABA! Short Watches: $PM!",neutral,neutral
Aerpio Pharmaceuticals ($ARPO) social hype OVER HYPED. Chance of financial distress is under 1%. https://t.co/nNgCqhbNWo #biotech #stocks #fintech,negative,negative
"RT @unusualOA: Date : 07/09/2020
Time :  10:33 AM
Ticker : $ATH
Exp :  08/21/20
Strike :35
Spot : 29.97
Contracts : 1000 @ 1.84
Premium : $…",neutral,neutral
"RT @CryptonewsGames: Ray Dalio, the billionaire hedge fund manager and founder and chief investment officer of Bridgewater Associates, beli…",neutral,neutral
"$es $es_f 4hr chart. Nice consolidation going on, I wouldn't be surprised to see this upward trend break, then get the next leg push higher. Something I am actually looking for. GL $spy $spx I am holding a partial position in 360c $nvda 

$nvda $amzn $ba $aapl $googl $nflx $roku https://t.co/u97Mx4iqCp",positive,negative
"""The first rule of business; treat others like they want to treat you.""- Charles Dickens #softwareengineer #javascript #python #C++ #golang #nodejs #reactjs #stockopertor #highgrowthstocks $SPX $QQQ $RUT $VIX #canslim",positive,neutral
"Unless you are an arrogant letter writer/advice seller (not all are but some are) it is time to realize that the obvious problems in this economy and the financial mkts provide an uncertain road w/ both risk and opportunity, even if u are a pious shark. $SPX $NDX $IWM",negative,negative
"Stocks open higher as unemployment claims continue to rise, but at slower pace.
-Dow industrials up 71 points, or 0.3%
-S&amp;P 500 rises 0.4% to 2,810.46
-Nasdaq Composite up 0.3% at 8,521.15
#DOW #US30 #SPX500 #NASDAQ #MarketWatch",negative,negative
RT @MinteractApp: #Options Flow Stream Update $AAPL $AMZN $TSLA $MSFT $BABA $SQ $SPY $NDX $QQQ $SPX #OptionsTrading #OptionsFlow #optionstr…,neutral,neutral
Microsoft Inks 5-Year Deal with Coca Cola @themotleyfool #stocks $MSFT $KO https://t.co/zgkeIEZreb,positive,neutral
"$SPX $ES_F $DJ_F $DJIA   Dow futures up 300 points on easing of coronavirus lockdowns as earnings season hits stride U.S. stock-index futures rose Tuesday, with analysts citing progress toward easing coronavirus lockdowns a... https://t.co/IAjHbwzFw5 https://t.co/lF65oUZTfo",positive,negative
"RT @tq_equities: $AAPL closes within previous day's range after lackluster session: https://t.co/7SICEsT52n
Sentiment: Neutral #AAPL #Apple",negative,negative
RT @NorthmanTrader: If $AMZN employs all of us we can deliver our own packages to our houses.,neutral,neutral
"RT @hedgopia: #HedgeFunds reduce net shorts in $SPX futures but remain massively net short. Holdings are as of Tue, so may have changed in…",negative,neutral
"RT @KobeissiLetter: S&amp;P 500: Counter-trend rally #2 stalls as 2820 supply imbalance drove $SPX below 2750.

We are now watching the 2710 ke…",negative,negative
"RT @AndrewThrasher: [New Post] Why Volatility Suggests Further Equity Weakness May be In Store
$VIX $SPX 
https://t.co/phvswBTBHu",negative,negative
"@ThinkTankCharts Excuse me, one question, do you define liquidity sp500 divided by ....??? thanks in advance",neutral,negative
"$RIGL Shredding Scans This Morning 🔥

Our Entry Target Was The Break Of $3.60 Here 🎯

Expecting Decent Upside But No One Predicted $5.24 😤🤯🔥

Hope Everyone’s Having A Successful Trading Day Out There 🙏

$EBON $IMV $PRCP $INMB $EQ $ICON $ALT #stocks #pennystocks #stockalerts https://t.co/pyeAsIBoo0",positive,negative
"RT @mercadomagico: Monopolies are always bad for the consumer
Keep your yes open 👀 $NMGC NeoMagic's https://t.co/gzPGOV7s8h @mercadomagico…",negative,negative
@DougKass @realmoney I piled a lot of $C and $BAC as mid-term investments as I share your view on them.,neutral,neutral
RT @305trdr: Nice call on $AAPL this morning by @trickmitch1 them levels are fire!!!!,positive,neutral
"@LizAnnSonders @LizzAnnSonders 07/15/2020 

History in the making

If Elon, Jeff, Bill etc can be hacked what about their fairytale price earnings ratios? Let slone the growth ratios

#faangm #faangm #bubble $tsla $msft $amzn",neutral,neutral
"#SelfieCompassion: Bill Clinton ""I feel your pain"" from Rich White #NeverTrump 1% Elitists @DNC. Ditto Parasites like $23 billion Leona Laurene Jobs at $AAPL $AMZN $FB $VZ $BA $MSFT $GE $GOOGL $IBM Bob Iger $DIS $ACN $CTSH $TCS $WIT $HCL $T $VZ $CERN #Cerner Deloitte Consulting https://t.co/J68D9Ynats",positive,neutral
Short Interest in Chromadex Corp $CDXC Drops By 7.7% https://t.co/Ix7Tle79TR #stocks,negative,neutral
$GOOG #patent 20200177664 SYSTEMS AND METHODS FOR ACCESSING MULTIPLE RESOURCES VIA ONE IDENTIFIER #tech #IP #research https://t.co/QGn9UTcRuQ,neutral,neutral
"RT @RealMikeLarson: This Tweet from @carlquintanilla illustrates how $SPX, e.g., not really sensitive to energy. But IMO that's a ""technica…",positive,neutral
"$Ions @BPMonia: Oral is what will separate us from competition in #rna therapy. Unlike #rnai,  single stranded #oligos (antisense) can also target the nucleus. $alny $arwr $drna $akca $wve $srpt $biib $azn $pfe $nvs https://t.co/GV2RUtau6U",neutral,neutral
"RT @FXCM_MarketData: #SPX500 SSI is at -2.88

Risk Warning: Losses can exceed deposits.
Disclaimer: Past performance is not indicative of f…",negative,negative
Recent Research Analysts’ Ratings Changes for Apple $AAPL https://t.co/QejOwiVRF8,neutral,neutral
I have not seen many people/funds bearish $spx  it is the majority that think it’s going to ATH but it’s ok because of Fed.  $spy $qqq $iwm,negative,neutral
"RT @NorthmanTrader: And yet $SPX is trading higher than it did at the end of May 2019.
#efficientmarkettheory https://t.co/KGgCd83FkJ",positive,neutral
RT @theGreenBeta: DAILY GREEN BETA: Gujarat Containers Ltd(0.3) - India - Consumer Cyclical. #investing #finance #fintech #advisors #fintech #stocks,positive,neutral
"RT @DrewSpavy: The space industry is growing rapidly. Here's a few stocks for thought...

#space #investing #stocks #StockMarket #FutureTec…",positive,neutral
"RT @50F7W4R37R4D3R: ""Act the way you want to be and soon you'll be the way you act.""- Les Brown #softwareengineer #javascript #python #C++…",positive,neutral
Goldman Sachs Commodity index decides to roll entire WTI position in 1 day!  USO ETF changed the rules so GSCI doesn't want to be last one to roll.  More pressure on oil means more pressure on equities! #stocks #StockMarket #trading #investing #WallStreet #bolsa https://t.co/pSzwV59U9O,negative,neutral
RT @ThePivotKing: $SPX 2885 and grrrrrrrrrrrrrrrrrrrr TO THE TICK!!!!,neutral,neutral
"RT @financeasmr: Facebook $FB has so many issues from regulators and clients

Rizzle doesn’t 

If you are a venture capital invester consid…",negative,neutral
"RT @m0322701: Market caps:

$AMZN - 1380B USD
$GOOGL - 997.06B USD
$LINK - 1.68B USD

Early is an understatement.",neutral,negative
ASML $ASML Scheduled to Post Earnings on Wednesday https://t.co/turxHsJwst #stocks,neutral,neutral
Why don’t the Fed help out with the food banks and help the poor unemployed? #MondayMorning #PrideMonth $study $spx @bopinion https://t.co/zDWjmYq2Go,negative,negative
"RT @elerianm: The @WSJ on what's driving the 
shorting of #stocks that has seen ""bets against the SPDR S&amp;P 500 Trust, the biggest exchange-…",positive,negative
"#SAP $SAP Q1 EPS €0.85 Misses €0.94 Estimate, Revenues €6.52B Miss €6.53B Estimate. Shares 🔻3.54% to $118.22 #earnings #earningsreports #EarningsSeason #stocks #StockMarket #stockstowatch #StocksToTrade #stock #StockTrading #investing #finance https://t.co/YcCtCSZzuD",neutral,negative
"is a dem sweep is going to be a problem for names like $V and $MA? 🤔 // Credit Cards Take From Poor, Give to the Rich https://t.co/TMhKpnTT3h",negative,negative
"RT @MitradeOfficial: #Oil slipped on Friday but overall remained on track for a weekly gain.

Noon prices:
#SPX500–3135.5
#NAS100–10366.8
#…",positive,positive
Weekly State of Markets and Trading Ideas Report- Crash ahead? https://t.co/0NzSuCPD0C $ES_F $spx $spy $dia $labu $xbi $gld https://t.co/tkxu8DNOi9,negative,neutral
In $snap 7/17 $26 calls at .91. Looking for 25% cut at .7. Only in this and $jnj short term rn,negative,negative
"@Purepriceaction +19 points from 3096✅

Target was 3075🎯 3077 hit 

We r just killing it again 🔥 called 3116 sunday night as potentially top as 3116 was my last bull target

For now top at 3111..🧐 

Next targets level 3045

$ES_F $NDX $SPX $SPY",positive,neutral
"$VNRX  said Tuesday it saw signs of success in an early study of whether its Covid-19 immunoassay could help predict disease severity in infected patients.  The study showed ""strong prognostic potential"" for the technology

#daytading #stocks",positive,positive
"RT @ecoinometrics: #Bitcoin Performance in 2020
Jun. 09, 2020

Year to date
BTC     +41% 🔥
GOLD  +12.5%
SP500 -1.65% https://t.co/wL8QrPy2kQ",neutral,neutral
Bay Street Seen Opening On Cautious Note https://t.co/ufCIGW2Gfv #stocks #trading #rttnews https://t.co/sVrI6Z2m1J,negative,neutral
"Will today be 5 days in a row that our 8:45amET analytics is within $0.04 of HOD?   StayTuned

#CL_F #CL $CL_F $CL #OIL #Futures

$BDO $ES $APC #CRUDE $UCO $SPX $RIG #fintwit #Energy $SPY $ES_F #ES_F #ES $NQ_F $NQ $XLE #OPEC #CrudeOil $USO #WTI #DayTrading
https://t.co/7CXK7vJSIM",neutral,neutral
The web/tech leader companies from the last 5 years leading in the shutdown $AMZN $NFLX is not all that surprising and I'd like to see more broad based strength (25% in 13 days is good I'm not dumb) to recover with. Let's see if they STFR in $SPX into close,positive,positive
"RT @SaitoChung: Thank you for sharing John! The title of this book holds a key word, “Still” and that means Wall Street doesn’t care when y…",neutral,neutral
Telenav Inc $TNAV Short Interest Update https://t.co/DKzS9AcmRt #stocks,negative,neutral
"RT @TicTocTick: 5/6 plan:

1. Look for shorts if open below 2865, targets 2796

2. Look for 2903 if open above 2865

13 hours to open and n…",neutral,neutral
RT @firemanwill28: $SPY $SPX $QQQ clearly has moved on from the virus. Much worse numbers coming out with death rates higher. That's all th…,negative,negative
"There are no free lunches 
Oil $50 #HOLD $2,000 in weeks #bullish $UCO $JNUG $NUGT taking off soon exponential upside
#Coronavirus the moment for #helicoptermoney https://t.co/OvtQRE3qXf $JNUG $NUGT $UCO $ERX $OIL $EWJ $EWG $EWL $EWP $EWN $GDX $MS $SAN $JPM $GDXJ #HelicopterMoney",negative,neutral
"$SPX

They ran stops on the H and S pattern into close.  Never set stops EVER on a key technical as 'crims' will run them and take you out ahead of big move to come.

Hope you where not taken out!

West https://t.co/BfWckigSrL",negative,negative
"So, right about now, I'm super glad that I never got that job offer to work at Exxon a few years ago... even tho they made me pay for my own plane ticket and hotel... LOL  $xom https://t.co/pwu2iOosK4",positive,neutral
"📌 Subscriber Access

The #stockmarket valuation, the short- &amp; long-term forecasts, and the equity risk premium have been updated on 👉 https://t.co/ZrpyqM1YJ4

#valuations #valuation #markets #investing
#sp500 #nasdaq #dow #dowjones $djia $spx #spx $spy #stocks #assetallocation https://t.co/Dkx2pHSEjZ",neutral,neutral
$AMZN 2266 is today target.,neutral,neutral
"On watch tomorrow // Pt. 1  🔥📈📚

$ICD
$BIOC
$PSTI
$NLS
$CEI

#Bullish #Stock #Stockmarket #Trend #Daytrading #Investor #HotStocks #Trader #Stocks #Options #Finance #Money #Winning #Business #SwingTrade #ValueInvesting #Focus #WallStreet #Watchlist

https://t.co/xEecq2rmkd https://t.co/zXv6ARvL4Z",positive,positive
Analysts Anticipate Pentair PLC $PNR to Announce $0.44 Earnings Per Share https://t.co/tiXqVblfr3 #stocks,positive,neutral
"@NorthmanTrader @JeffBezos He going for a trillion $ when $AMZN hits $20,000 a share",positive,neutral
"Closed Buy XTIUSD 38.98 for -72.0 pips, total for today +21894.0 pips @. VIP Follower .@JoseDavidBurgos @. #crypto #forex #stocks .@",positive,negative
"RT @anuragchawla32: Did you know during the first half of the year 2020 the stocks that moved Nifty 50 Index towards upside were:

1. Relia…",positive,neutral
@Sandro_power $AAPL win,positive,positive
RT @rahulgchaudhary: The Day AppGet Died  by @kbeigi https://t.co/dDrYuhmKTm #Appget #Winget #Windows #Microsoft #Package #Management $MSFT…,negative,neutral
Can GoPro Survive the COVID-19 Market Meltdown? @themotleyfool #stocks $GPRO $AAPL https://t.co/CR0Vf5AVjD,neutral,neutral
"RT @Callum_Thomas: 2. While the index is trading above its own 50dma, only 38.6% of S&amp;P500 companies are trading above their own respective…",positive,neutral
"$JPM:

New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-007435):

https://t.co/06r1vt3gOG",neutral,neutral
"$AMZN

Talk about strength.. I’m glad most Large Cap ETFs in my IRA’s are loaded up. https://t.co/1MnZr40iM3",positive,positive
RT @mchaudhry82: Thursday’s 👀2: $QQQ $SPY $UVXY $TVIX $TSLA $NFLX $MSFT $NVDA $MU $SNAP $PYPL $SQ $TWLO $TWTR $V $ZM $ROKU $TXN $WORK $ZUO…,neutral,neutral
RT @SilverChartist: ⚛️Both the fundamentals and technicals strongly suggest that recent sideways trading ranges in most #URANIUM stocks are…,positive,neutral
"Growing Vegetables - Spine Gourd Farming is Profitable Agriculture Busin... https://t.co/8LbfNg5XL8 via @YouTube $DAX $SPX

DEPRESSION USA ~ Community can try..

Thanks TRUMP",positive,positive
"RT @mercadomagico: Monopolies are always bad for the consumer
Keep your yes open 👀 $NMGC NeoMagic's https://t.co/gzPGOV7s8h @mercadomagico…",negative,negative
"Amazon Cuts Commission Rates for Advertising Affiliates @themotleyfool #stocks $AMZN 

READ MORE: https://t.co/ydt4QcbkcQ

#AdBuy #adsense #advertisement #advertising #ProductPlacement #Promotion #Traffic~",negative,neutral
"RT @callieabost: It’s early, but the S&amp;P 500 is heading for its third straight day of losses, which would be its first 3-day losing streak…",negative,negative
"1/ Thread on my latest for @YahooFinance &amp; @gurufocus, ""Why the Fed's Bond Buying Is a Recipe for Trouble""

TL;DR: The Fed's interventions may threaten the stability and integrity of credit markets – and of all capital markets. $JNK $SPY $SPX $SPAB $SPHY
https://t.co/pH0N6DeKPD",negative,negative
"purchases today using 2020 Vision for 2040 Relaxation:  $PPL, $MO, and $XOM all in my #RothIRA. #investing",positive,neutral
"RT @williamoneilco: ""Be patient, keep studying, and be 100% prepared. Later, at the least expected time, when all the news is terrible, win…",positive,positive
RT @Alpha_Bronze: Kroger stunned with 92% e-commerce gain; has to prove it’s not a coronavirus blip. Largest US supermarket chain lagged co…,positive,negative
$JPM next week calls https://t.co/fPlfuuvYGW,neutral,neutral
"RT @robenfarzad: Next week on @FullDRadio: @KaraSwisher 💾 

https://t.co/nnXl32Urir | NPR One | @Spotify https://t.co/dKSyD6sNJh

#Silicon…",neutral,neutral
Skim the cream of financial news $TWTR $FB $LNKD https://t.co/7gg0FoRUNF https://t.co/qftGI8Lvvl,neutral,neutral
$AMZN want in!  Finally!  We got a runner! https://t.co/P1tyfGUfCU,positive,neutral
Chesapeake Utilities $CPK Set to Announce Earnings on Wednesday https://t.co/8Hc5s2UoSp #stocks,neutral,neutral
Aaaaand I gave it back on a failed breakout for $gene #daytrading #stocks https://t.co/X6acTxvxuW,negative,negative
"RT @PipsToDollars: $FB 
A growing number of companies have pledged to suspend advertising on Facebook. Here’s a list https://t.co/YioWNSU1w…",negative,negative
"$AVGO $ZM $HPQ $GE $PINS $PENN $SPCE $BAC $QQQ $DOW $ACB $UAA $WFC $ETSY $RCS $NFLX $AMZN $TOL $DIS $EBAY $DJI $ORCL $INTC $HPQ $GOOGL $BRK.A $TCS $INFY
Get instant updates and free trading analysis click here https://t.co/USlOOzZoZk https://t.co/SkM1BckY2Y",neutral,neutral
"RT @andrewnyquist: Check out my latest:  ""Bear Market Rally Stumbles at 38.2 Fib Levels; What's Next?"" - https://t.co/Z5vU7sZWS7

#IBDpartn…",negative,neutral
"RT @Lakshmi_888: #SPX $SPX #ES_F #Dow $NQ #NQ #NDX $RUT #DAX #FTSE $ES_F $QQQ $Dow

This *cld* retrace to 1st yellow rec

Be v careful as t…",negative,neutral
"RT @JAXCapital: so China has been THE driver of global growth the last decade

now that it seems everyone wants to blame china for covid -…",negative,neutral
RT @AndreyGodsonn: @andyrao316 Funny how falling companies $DAI $BAC $ERIC are banning $ZM while and successful $FIVN $CRM $ORCL endorsing…,positive,positive
