text,sentiment,cleaned_text,final_result
"#20Kto100KChallenge in 6 months

It’s the last week to get into the challenge.

Mostly spreads (debit/credit) and swing single legs options.

$499 to get in or subs to Full Member access $199/months.

https://t.co/rx8lGRGBgh - $SPY $AMZN $NFLX $JPM $JNJ $FB $BTC",positive," in 6 months

It’s the last week to get into the challenge.

Mostly spreads (debit/credit) and swing single legs options.

$499 to get in or subs to Full Member access $199/months.

 - $SPY $AMZN $NFLX $JPM $JNJ $FB $BTC",neutral
A Second Stimulus Bill Has Reached the Senate: Here Are 3 Reasons It Won't Pass @themotleyfool #stocks  https://t.co/nduPkq1Fvi,positive,A Second Stimulus Bill Has Reached the Senate: Here Are 3 Reasons It Won't Pass    ,neutral
"RT @Rosco_NoE: After a lot of hours, research, losses and wins I’ve finally finished my online course on investing in stocks for beginners!…",positive,"RT : After a lot of hours, research, losses and wins I’ve finally finished my online course on investing in stocks for beginners!…",neutral
"1-min to Know How to Trade BitOffer Bitcoin Flash Earning! The Quickest Way to Earn Money on the Bitcoin Market!

https://t.co/GmS1ZWeBlu

#bitcoin #bitoffer #quickearning #Cryptocurrency #binary #options #stocks #finance #betting #gambling #casino #blackjack #slot #lucky",neutral,"1-min to Know How to Trade BitOffer Bitcoin Flash Earning! The Quickest Way to Earn Money on the Bitcoin Market!



             ",neutral
Apple $AAPL PT Set at $325.00 by UBS Group https://t.co/1tzRQgWzDR,neutral,Apple $AAPL PT Set at $325.00 by UBS Group ,neutral
RT @Sarge986: What to Expect When Marvell Technology Reports Thursday $VEEV $COST $AMZN $WMT $CRM $ZS $NVDA $MRVL  https://t.co/Q1C7C7miK3…,neutral,RT : What to Expect When Marvell Technology Reports Thursday $VEEV $COST $AMZN $WMT $CRM $ZS $NVDA $MRVL  ,neutral
Enterprise Products Partners L.P. $EPD Sees Large Decrease in Short Interest https://t.co/4XTi2xIMIJ #stocks,negative,Enterprise Products Partners L.P. $EPD Sees Large Decrease in Short Interest  ,negative
"RT @2kaykim: DAILY VIDEO: ""When Is The Next Correction And How Much""

👉 https://t.co/OiH8IQiCgP

$SPY $SPX #SP500",neutral,"RT : DAILY VIDEO: ""When Is The Next Correction And How Much""

👉 

$SPY $SPX ",neutral
"RT @WilfredFrost: $JPM release on #PaycheckProtectionProgram - 300k applications; $36bn of loans, of which $8bn has been funded.",neutral,"RT : $JPM release on  - 300k applications; $36bn of loans, of which $8bn has been funded.",neutral
RT @itsdlevy: Disney wants to open @WaltDisneyWorld as COVID-19 infections in FL soar. They refuse to include testing in the safety plan fo…,negative,RT : Disney wants to open  as COVID-19 infections in FL soar. They refuse to include testing in the safety plan fo…,neutral
"Short-term profit margins for European gas-fired electricity generation are set for increased volatility in July.
#gas #margins #pricing #stocks #ICIS #profit https://t.co/nPploDx7An",positive,"Short-term profit margins for European gas-fired electricity generation are set for increased volatility in July.
      ",positive
"Adobe - Daily
#SP500 
Short Term: $410 / $440.
Medium Term: $390 / $440.
Long Term: $380 / $440.
Bullish:
Short Term: &gt; $412.
Medium Term: &gt; $305.
Long Term: &gt; $280.
Awaiting correction to $410.",positive,"Adobe - Daily
 
Short Term: $410 / $440.
Medium Term: $390 / $440.
Long Term: $380 / $440.
Bullish:
Short Term: &gt; $412.
Medium Term: &gt; $305.
Long Term: &gt; $280.
Awaiting correction to $410.",negative
Zacks: Analysts Anticipate Sutro Biopharma Inc $STRO to Announce -$0.59 Earnings Per Share https://t.co/sXc14slHRn #stocks,negative,Zacks: Analysts Anticipate Sutro Biopharma Inc $STRO to Announce -$0.59 Earnings Per Share  ,positive
"RT @ukarlewitz: $VIX closed on lower Bollinger (bottom panel; vertical lines). When it closes below, brakes shortly get put on $SPX (upper…",negative,"RT : $VIX closed on lower Bollinger (bottom panel; vertical lines). When it closes below, brakes shortly get put on $SPX (upper…",neutral
RT @SheepKnowMore: The $FB video share of #Covid911 - INSURGENCY that got 5m views and 100k shares was just censored. Even though every fac…,negative,RT : The $FB video share of  - INSURGENCY that got 5m views and 100k shares was just censored. Even though every fac…,neutral
$CRH https://t.co/ZTIcvYqTx7 Pot. intermed bot in Downtrend INTRAWEEK 60m-15m-4m combo chart #Stocks #Trading https://t.co/YcSNMXULku,negative,$CRH  Pot. intermed bot in Downtrend INTRAWEEK 60m-15m-4m combo chart   ,negative
"In all, 149 members of the S&amp;P 500 index $SPX, are expected to report financial results in the week ahead—more than a third of those will arrive Thursday—as well as 12 Dow Jones Industrial Average DJIA, components.",neutral,"In all, 149 members of the S&amp;P 500 index $SPX, are expected to report financial results in the week ahead—more than a third of those will arrive Thursday—as well as 12 Dow Jones Industrial Average DJIA, components.",neutral
"@RiskReversal just made a compelling argument for selling out of $FB rn! 

Forget history judging Zuckerberg roughly, the next 6 polarizing months is going to continue to pound the stock, if you believe there will be sustained pressure on the company leading up to the election!",negative," just made a compelling argument for selling out of $FB rn! 

Forget history judging Zuckerberg roughly, the next 6 polarizing months is going to continue to pound the stock, if you believe there will be sustained pressure on the company leading up to the election!",negative
"Hudbay Minerals Inc to Post FY2022 Earnings of $1.47 Per Share, Cormark Forecasts $HBM https://t.co/3gWa6yCmCq #stocks",positive,"Hudbay Minerals Inc to Post FY2022 Earnings of $1.47 Per Share, Cormark Forecasts $HBM  ",neutral
"$SPX $SPY $NDX $DIA $QQQ 
$WYNN ...
New... Viva Las Vegas ... https://t.co/8hRUqm8VK1",neutral,"$SPX $SPY $NDX $DIA $QQQ 
$WYNN ...
New... Viva Las Vegas ... ",neutral
RT @baylounging: $FB nice improvement https://t.co/1vOCPqIgnE,positive,RT : $FB nice improvement ,neutral
"short squeeze leaders scan $WKHS, $EDIT, $FOLD, $LX, $CWH, $PING, $ERI, $APT, $NK, $NIO, $SE, $VSLR #stocks #trading https://t.co/Uvbmp8a4nS",negative,"short squeeze leaders scan $WKHS, $EDIT, $FOLD, $LX, $CWH, $PING, $ERI, $APT, $NK, $NIO, $SE, $VSLR   ",neutral
RT @SeekingAlpha: $SH - SH: An Effective Way To Short The Market In Your IRA. https://t.co/ZBOhG5xH22 #stocks #economy #business,positive,RT : $SH - SH: An Effective Way To Short The Market In Your IRA.    ,neutral
"RT @almostjingo: No comments on $GOOG watch, no #freespeech unless it’s ORANGE MAN BAD. https://t.co/oIaGHzODaM",negative,"RT : No comments on $GOOG watch, no  unless it’s ORANGE MAN BAD. ",neutral
RT @Breedlove22: #Bitcoin denominated SP500: This is what happens to your favorite stock when pricing it in the most honest and fastest mon…,positive,RT :  denominated SP500: This is what happens to your favorite stock when pricing it in the most honest and fastest mon…,neutral
"RT @JesseCohenInv: Happy Wednesday!

Here Are My #Top5ThingsToKnowToday In Financial Markets:

- $BA $GE $MA Earnings In The Morning
- $MSF…",positive,"RT : Happy Wednesday!

Here Are My  In Financial Markets:

- $BA $GE $MA Earnings In The Morning
- $MSF…",neutral
#Options #maxpain chart for $JPM. Free options app https://t.co/wPNDm22czd https://t.co/xxkUdJtpCG,neutral,  chart for $JPM. Free options app  ,neutral
"RT @PhanVeeLeung: So here he comes with the clarification... Good try, Navarro. Guess he and his friends needed a dip in $Spx to buy...",positive,"RT : So here he comes with the clarification... Good try, Navarro. Guess he and his friends needed a dip in $Spx to buy...",neutral
"Daddy needs to break even on $DIS. Come on Disney PR team, you know what to do Monday morning! #Hamilton",positive,"Daddy needs to break even on $DIS. Come on Disney PR team, you know what to do Monday morning! ",neutral
"RT @CointelegraphMT: #Bitcoin price dropped below $9,200 as #stocks pulled back on the #supremecourt decision on #Trump’s tax returns https…",negative,"RT :  price dropped below $9,200 as  pulled back on the  decision on ’s tax returns ",negative
"We're still looking for someone else who can beat our performances!
Try free for 7 days https://t.co/7sAfbFrPQS
$BLK
Signal: ** BUY **
Since: 2020-04-06 
Our performance: % 4.87
https://t.co/wFFAizyE5U
#trading
#stocks
#stockstowatch
#stockstotrade
$SPX https://t.co/YAiAmYXJPb",positive,"We're still looking for someone else who can beat our performances!
Try free for 7 days 
$BLK
Signal: ** BUY **
Since: 2020-04-06 
Our performance: % 4.87





$SPX ",neutral
"$SNE SONY $300 ""Sony’s Gaming business is currently experiencing accelerating growth 
trends driven by the “stay at home” economy. Sony remains one of the cheapest large cap 
tech stocks in the world."" Third Point Dan Loeb #StayHome #StayAtHome #nikkei $AAPL $NFLX $RKUNY $CMCSA https://t.co/x8i6jRzCEg",positive,"$SNE SONY $300 ""Sony’s Gaming business is currently experiencing accelerating growth 
trends driven by the “stay at home” economy. Sony remains one of the cheapest large cap 
tech stocks in the world."" Third Point Dan Loeb    $AAPL $NFLX $RKUNY $CMCSA ",positive
"RT @TrueCrypto28: #BTC is not a Store of Value, right?

             4/26/19   4/26/20

$BTC    $5155     $7500  +45%

$GOLD $1285    $1727…",neutral,"RT :  is not a Store of Value, right?

             4/26/19   4/26/20

$BTC    $5155     $7500  +45%

$GOLD $1285    $1727…",neutral
"RT @50F7W4R37R4D3R: ""A wise person should have money in their head, but not in their heart.""- Jonathan Swift #softwareengineer #javascript…",positive,"RT : ""A wise person should have money in their head, but not in their heart.""- Jonathan Swift  …",neutral
"$ITOX .01s getting slapped. Nothing on L2 till 2 cents
$SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $MSFT $DIA $NDX $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM #Options https://t.co/ZLFlzyeOtG",neutral,"$ITOX .01s getting slapped. Nothing on L2 till 2 cents
$SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $MSFT $DIA $NDX $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM  ",neutral
Northwest Natural Holding Co $NWN Given Consensus Recommendation of “Hold” by Brokerages https://t.co/bMJXezUvhB #stocks,positive,Northwest Natural Holding Co $NWN Given Consensus Recommendation of “Hold” by Brokerages  ,positive
"S&amp;P 500 E-mini #Futures #ES_F Up 66.75 Points (2.42%) to 2,826 #SP500 $SPX #Financial #market #Capital #stocks #StockMarket https://t.co/mzotIguudf",positive,"S&amp;P 500 E-mini   Up 66.75 Points (2.42%) to 2,826  $SPX      ",positive
"RT @HedgeMind: IBM Retirement Fund, ~$800M, acquired many hot tech names as of 6/30:

Added new positions:
$ZM
$AYX
$TTD
$DDOG
$MDB
$AVLR
.…",positive,"RT : IBM Retirement Fund, ~$800M, acquired many hot tech names as of 6/30:

Added new positions:
$ZM
$AYX
$TTD
$DDOG
$MDB
$AVLR
.…",neutral
"RT @gzbenso: Netflix leads its rivals in original TV shows by a wide margin in both quantity and quality, according to new data analysis ht…",positive,"RT : Netflix leads its rivals in original TV shows by a wide margin in both quantity and quality, according to new data analysis ht…",positive
"RT @Tickeron: $AAPL enters an Uptrend as Momentum Indicator exceeded the 0 level on April 29, 2020. View odds for this and other indicators…",positive,"RT : $AAPL enters an Uptrend as Momentum Indicator exceeded the 0 level on April 29, 2020. View odds for this and other indicators…",negative
#spx 1h some supply &amp; demand review.... ⚖️📈📉#supplydemand #trading #sp500 https://t.co/P40AaIpEfr,neutral, 1h some supply &amp; demand review.... ⚖️📈📉   ,neutral
RT @BarrySchwartzBW: Carl Icahn once owned 10% of Netflix. That stake today would have been worth about $24B. He also had 52m shares of App…,neutral,RT : Carl Icahn once owned 10% of Netflix. That stake today would have been worth about $24B. He also had 52m shares of App…,neutral
RT @caetuscap: no brilliant insight ... but truly amazing how #COVID19 f*cked the middle class and millions of small business owners yet se…,positive,RT : no brilliant insight ... but truly amazing how  f*cked the middle class and millions of small business owners yet se…,neutral
Short Interest in Lions Gate Entertainment Corp. $LGF.A Declines By 14.3% https://t.co/shmVrLxhZm #stocks,negative,Short Interest in Lions Gate Entertainment Corp. $LGF.A Declines By 14.3%  ,negative
"RT @Lakshmi_888: Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ 

Broken red equilateral…",neutral,"RT : Harmonics   $SPX   $ES $ES_F $SPY $DOW  $RTY $RUT   $NQ  

Broken red equilateral…",neutral
China's annual dog-meat fair opens; activists ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/6CkeGZzEEC,negative,China's annual dog-meat fair opens; activists ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA                  ,neutral
"https://t.co/ixCJrg6giq

Stocks/ETF's Discussed:  $XLK, $MSFT, $AAPL, $V, $MA, $INTC, $NVDA, $ADBE, $PYPL, $CSCO, $CRM, $FB, $SBUX, $GOOGL, $AMZN",neutral,"

Stocks/ETF's Discussed:  $XLK, $MSFT, $AAPL, $V, $MA, $INTC, $NVDA, $ADBE, $PYPL, $CSCO, $CRM, $FB, $SBUX, $GOOGL, $AMZN",neutral
"@VortCapUnbanned @vincent13031925 Depends on what you mean by ""our"". If you mean your capital, then no, but for TSLAQ it was a big failure. One of the most prominent Tesla shorter lost half of his fund and his performance is WAYYYY below SP500.",negative,"  Depends on what you mean by ""our"". If you mean your capital, then no, but for TSLAQ it was a big failure. One of the most prominent Tesla shorter lost half of his fund and his performance is WAYYYY below SP500.",negative
"$HEXO target price is $2.21, HEXO has a upside of 327.2% from its current price of $0.52

#stocks #investment #CNBC #trading #NASDAQ #news #daytrade #pennystocks #potstocks $TSLA $TLRY $CGC $FB $SNAP $AMRX $COKE $PEP $BYND $ZM $WMT $COST $AMZN $TGODF $KGKG
https://t.co/I7lRxme2iw",positive,"$HEXO target price is $2.21, HEXO has a upside of 327.2% from its current price of $0.52

         $TSLA $TLRY $CGC $FB $SNAP $AMRX $COKE $PEP $BYND $ZM $WMT $COST $AMZN $TGODF $KGKG
",positive
hold my balls while i buy some $amzn,positive,hold my balls while i buy some $amzn,neutral
RT @WarriorTrading: Cannabis Stocks Stealing Spotlight as Other Sectors Struggle for Attention: https://t.co/WbZGNxebKy | #Daytrading #Stoc…,negative,RT : Cannabis Stocks Stealing Spotlight as Other Sectors Struggle for Attention:  |  …,negative
"Insider Selling: Stitch Fix Inc $SFIX Insider Sells 1,333 Shares of Stock https://t.co/T0Emfnja8v #stocks",negative,"Insider Selling: Stitch Fix Inc $SFIX Insider Sells 1,333 Shares of Stock  ",neutral
"$VZ $ZM $SPY $DIA 
https://t.co/MWvubLuMMT

Verizon pays under $500 Million for Zoom rival called “BlueJeans”... 

Will be interesting what $VZ decides to do with it. Trouble on the way for $ZM",positive,"$VZ $ZM $SPY $DIA 


Verizon pays under $500 Million for Zoom rival called “BlueJeans”... 

Will be interesting what $VZ decides to do with it. Trouble on the way for $ZM",neutral
"RT @BrandonVanZee: 04/28/20 - View today's #MarketOutlook from @Market_Scholars

https://t.co/YBGN15ftrD

Mentioned: $SPY $IWM $DIA $QQQ $S…",neutral,"RT : 04/28/20 - View today's  from 



Mentioned: $SPY $IWM $DIA $QQQ $S…",neutral
"$CRI #Chargeurs S.A. Chargeurs : Q1 naturally hit by Covid-19, FY targets confirmed thanks to Lainière Santé: &gt;Q1 sales at € 157.5m, down 2.3% (-4.7% LFL) - Chargeurs reported this morning Q1 2020 sales of € 157.5m, a shade below our… https://t.co/6Qwh7bhwYg #equity #stocks",neutral,"$CRI  S.A. Chargeurs : Q1 naturally hit by Covid-19, FY targets confirmed thanks to Lainière Santé: &gt;Q1 sales at € 157.5m, down 2.3% (-4.7% LFL) - Chargeurs reported this morning Q1 2020 sales of € 157.5m, a shade below our…   ",negative
Everything doing great!! #SP500 Great Again!!!,positive,Everything doing great!!  Great Again!!!,positive
"On June 30th the Macrohedged | Market Microstructure module is released into the course. 

Unlock the knowledge on how the market is glued together. 

You need to own the course to access this module:
https://t.co/EVLGM1qYXK
#ES_F #CL_F #NQ_F $GOLD #OOTT #OATT $SPY $SPX #Trading https://t.co/6oLvvdFpDD",neutral,"On June 30th the Macrohedged | Market Microstructure module is released into the course. 

Unlock the knowledge on how the market is glued together. 

You need to own the course to access this module:

   $GOLD   $SPY $SPX  ",neutral
$ITOX WHY DO INSIDERS OWN 17.7% of the shares?💸📈 $ACB $APHA $CRON $TRTC $CANN $GWPH $MCIG $MJNA $AMMJ $GRNH $CARA $CANA $CGRW $CBDS $CLSH $CODI $CVSI $DIGP  $MDCL $MNTR $MJNE $MYDX $NMUS $NTRR $NHLE $NDEV $OXIS $PRRE $RMHB $SPRWF $SRNA $TLRY $CAT $TSLA $GS $MGM $JNJ $PFE $MRK https://t.co/kc8P0idKq1,neutral,$ITOX WHY DO INSIDERS OWN 17.7% of the shares?💸📈 $ACB $APHA $CRON $TRTC $CANN $GWPH $MCIG $MJNA $AMMJ $GRNH $CARA $CANA $CGRW $CBDS $CLSH $CODI $CVSI $DIGP  $MDCL $MNTR $MJNE $MYDX $NMUS $NTRR $NHLE $NDEV $OXIS $PRRE $RMHB $SPRWF $SRNA $TLRY $CAT $TSLA $GS $MGM $JNJ $PFE $MRK ,neutral
Great chart by @BTstocktrading !! $AMZN https://t.co/n1ZJQERYa7,positive,Great chart by  !! $AMZN ,neutral
"Also note --

$ES LOD = 3001.75.

So far Bears are unable to press below $ES 3000 Round Level.

$ES $ES_F $SPX $SPY $NQ $NQ_F $NDX $QQQ $RTY $RTY_F $RUT $IWM $YM $YM_F $DIA https://t.co/ndzQblmraX",negative,"Also note --

$ES LOD = 3001.75.

So far Bears are unable to press below $ES 3000 Round Level.

$ES $ES_F $SPX $SPY $NQ $NQ_F $NDX $QQQ $RTY $RTY_F $RUT $IWM $YM $YM_F $DIA ",neutral
"RT @drweeklyoptions: UPDATED #20Kto100KChallenge

May 28th - update of this #20kto100kChallenge ! Some open position will update when I clo…",neutral,"RT : UPDATED 

May 28th - update of this  ! Some open position will update when I clo…",neutral
"Investment Analysts’ Upgrades for May, 8th $AEHR, AFLYY, BCOR, CHEF, CNP, CPK, CPTA, CSV, CUE, DISH https://t.co/zvwESItE0X #stocks",neutral,"Investment Analysts’ Upgrades for May, 8th $AEHR, AFLYY, BCOR, CHEF, CNP, CPK, CPTA, CSV, CUE, DISH  ",neutral
RT @RichLightShed: We now forecast @disneyplus will reach 90 million subscribers by the end of fiscal (Sept) 2021 and could break 100 milli…,positive,RT : We now forecast  will reach 90 million subscribers by the end of fiscal (Sept) 2021 and could break 100 milli…,positive
Anthem Inc $ANTM Sees Large Drop in Short Interest https://t.co/Mygtp433Yu #stocks,negative,Anthem Inc $ANTM Sees Large Drop in Short Interest  ,negative
"There are a number of factors an #investor must consider when deciding on whether to purchase real estate or #stocks. 💡 

Is there anything else you would add to this list? https://t.co/omJptFmPTs",neutral,"There are a number of factors an  must consider when deciding on whether to purchase real estate or . 💡 

Is there anything else you would add to this list? ",neutral
"Banks may face a tsunami of problems as three factors collide: rise in non-performing loans, deflationary pressures from a prolonged crisis and central bank keeping negative rates that destroy banking profitability. 

https://t.co/shZWdA7anO

#ECB #banking #economy #stocks #bonds",negative,"Banks may face a tsunami of problems as three factors collide: rise in non-performing loans, deflationary pressures from a prolonged crisis and central bank keeping negative rates that destroy banking profitability. 



    ",negative
River &amp; Mercantile Asset Management Has $13.01 Million Stock Position in Johnson &amp; Johnson $JNJ https://t.co/kS94rBNj0C,positive,River &amp; Mercantile Asset Management Has $13.01 Million Stock Position in Johnson &amp; Johnson $JNJ ,neutral
NextEra Energy's Utilities Fall Short in Energy Efficiency @themotleyfool #stocks $NEE $DUK https://t.co/tQ79w62yLC,negative,NextEra Energy's Utilities Fall Short in Energy Efficiency   $NEE $DUK ,negative
"RT @SJosephBurns: Big tech returns in 2008 recession...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%
$QQQ: -42%

Big tech returns YTD i…",negative,"RT : Big tech returns in 2008 recession...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%
$QQQ: -42%

Big tech returns YTD i…",neutral
"@andydicesorkin Yes, especially for companies with extensive interests in China.

Not meant to be a political statement, nor an endorsement of any particular policy, but I put the chance of the White House ""punishing"" China in some fashion within the next 30 days at 100%. $WYNN $AAPL $BA",positive," Yes, especially for companies with extensive interests in China.

Not meant to be a political statement, nor an endorsement of any particular policy, but I put the chance of the White House ""punishing"" China in some fashion within the next 30 days at 100%. $WYNN $AAPL $BA",neutral
"RT @Scutty: Gold and $SPX have been increasingly moving in the same direction, similar to the GFC. Deutsche Bank believes a ""window for gol…",positive,"RT : Gold and $SPX have been increasingly moving in the same direction, similar to the GFC. Deutsche Bank believes a ""window for gol…",neutral
Kansas City Southern $KSU Given Consensus Recommendation of “Hold” by Brokerages https://t.co/eRZaPC4phY #stocks,neutral,Kansas City Southern $KSU Given Consensus Recommendation of “Hold” by Brokerages  ,positive
"$FB 30 minute

Had a test of wedge resistance, faded a bit from that resistance area. https://t.co/tfRjAXxLPF",neutral,"$FB 30 minute

Had a test of wedge resistance, faded a bit from that resistance area. ",negative
"Keep adding companies with strong balance sheets and sustainable dividends to your portfolio.

Increasing cash deployment target to 65% with this oil related dip.

Looking at $IBM $ITW $LEG $JNJ today.",positive,"Keep adding companies with strong balance sheets and sustainable dividends to your portfolio.

Increasing cash deployment target to 65% with this oil related dip.

Looking at $IBM $ITW $LEG $JNJ today.",positive
$USFD #US Foods Holding US Foods Holding Corp.: | https://t.co/WLG4UxGB5Q #equity #stocks,neutral,$USFD  Foods Holding US Foods Holding Corp.: |   ,neutral
RT @NorthmanTrader: You'd think instead of relentlessly upgrading the stock maybe Wall Street analysts would tell people to take some off t…,neutral,RT : You'd think instead of relentlessly upgrading the stock maybe Wall Street analysts would tell people to take some off t…,neutral
$AAPL - Apple's chip will outperform Intel's Macs - analyst https://t.co/JJB5jTpGyf #BUYAAPL,positive,$AAPL - Apple's chip will outperform Intel's Macs - analyst  ,positive
"RT @HarmonicCharts: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $QQQ $DIA $YM $RTY $RUT #DAX #FTSE $NQ #NQ

Purple…",neutral,"RT :    $SPX   $ES $ES_F $SPY $DOW  $QQQ $DIA $YM $RTY $RUT   $NQ 

Purple…",neutral
"RT @A4Horg: ""Shame on #health insurers for attempting to cut reimbursement rates for this crisis’s first responders while raking in massive…",negative,"RT : ""Shame on  insurers for attempting to cut reimbursement rates for this crisis’s first responders while raking in massive…",negative
"The #StockMarket bounced last week as the #economy kept improving. But will it last as #coronavirus cases increase? Here are the key things to watch this week. $AAPL $NKE #FederalReserve

https://t.co/TDLSGOFoiQ",positive,"The  bounced last week as the  kept improving. But will it last as  cases increase? Here are the key things to watch this week. $AAPL $NKE 

",neutral
"$JPM:

New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-007118):

https://t.co/86j2Yp8Hxs",neutral,"$JPM:

New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-007118):

",neutral
"CFRA Research - L Brands, Inc.: | https://t.co/Rb88kBPhNb #equity #stocks https://t.co/y4mBgzapnS",neutral,"CFRA Research - L Brands, Inc.: |    ",neutral
@bgrahamdisciple I’m sure $amzn stopped paying rent when ever things got tight.,negative, I’m sure $amzn stopped paying rent when ever things got tight.,negative
"RT @KimbleCharting: Mining stocks attempting to do something they've failed at for 9-years, a major breakout! Will it be different this tim…",negative,"RT : Mining stocks attempting to do something they've failed at for 9-years, a major breakout! Will it be different this tim…",neutral
"@WSJ All about the money, eh $DIS. Got to stop that 20% yearly decline somehow.",negative," All about the money, eh $DIS. Got to stop that 20% yearly decline somehow.",negative
"@vincent13031925 also 2013, but I sold. Also sold 6000 shares of $AMZN @ $4.50 in 1998. Like Ron Barron, I'm not making the same mistake with $TSLA this time.",negative," also 2013, but I sold. Also sold 6000 shares of $AMZN @ $4.50 in 1998. Like Ron Barron, I'm not making the same mistake with $TSLA this time.",neutral
"This is not a favorable time to trade big. Why?

- Headline risk - Opex / Powell / Covid / lock-down extension

- Trading range huge - ATR at 51c

- Breakdown between fundamentals &amp; prices - CTA re-leveraging $SPX, gamma 

- Low liquidity

- Lock-down extension=economic collapse",negative,"This is not a favorable time to trade big. Why?

- Headline risk - Opex / Powell / Covid / lock-down extension

- Trading range huge - ATR at 51c

- Breakdown between fundamentals &amp; prices - CTA re-leveraging $SPX, gamma 

- Low liquidity

- Lock-down extension=economic collapse",negative
RT @FibroidNetwork: @MeshAwarenessAU @fibroidsupport @MeshCampaign @EmmaHardyMP @HumanHeadline @SharonHodgsonMP @carlheneghan @JackieDP @RC…,neutral,RT :         …,neutral
"2000 PIPS Profit in April 🔥🔥

For free signals, Join https://t.co/eVAprHWHoh

#gbpjpy #fx #aapl #eurcad #euraud #audnzd #bitcoin #crudeoil #forexsignals #eurgbp #audjpy #stocks #forex #BTC #usoil 79726 https://t.co/NfyxBD33yS",positive,"2000 PIPS Profit in April 🔥🔥

For free signals, Join 

               79726 ",neutral
RT @Dennis_Trades: Did @Nasdaq really just try to hide the 4th industrial revolution by calling it “Future forward infrastructure”??? Can’t…,negative,RT : Did  really just try to hide the 4th industrial revolution by calling it “Future forward infrastructure”??? Can’t…,neutral
You can take profits on $AAPL and $CVS,positive,You can take profits on $AAPL and $CVS,neutral
RT @TommyTheBull287: $AAPL I am in $350 call swing a lot of resistance picking back up on $350 trend will see https://t.co/I1DODV7xRx,neutral,RT : $AAPL I am in $350 call swing a lot of resistance picking back up on $350 trend will see ,positive
"Many #investors #LOOSE #MONEY #Trading with
@robinhoodapp due to their #platform #problems!

#robinhood #robinhoodapp #robinhoodoutage $amzn $msft $fb $ba https://t.co/sL5zc5YOWn",negative,"Many     with
 due to their  !

   $amzn $msft $fb $ba ",negative
$FB Delta expiration 05/01/2020 #maxpain #options https://t.co/bDhWihGdXA https://t.co/kdT3d7LjyS,neutral,$FB Delta expiration 05/01/2020    ,neutral
"RT @RodBoydILM: $FB is becoming indistinguishable from Fox News. 
Or is it the other way around?",neutral,"RT : $FB is becoming indistinguishable from Fox News. 
Or is it the other way around?",neutral
"RT @anuragchawla32: Did you know which stocks comes under Bank Nifty?

Here is the breakup of Bank Nifty for better understanding which sto…",positive,"RT : Did you know which stocks comes under Bank Nifty?

Here is the breakup of Bank Nifty for better understanding which sto…",neutral
Morning Market Report #Nifty #nifty50 #sensex #stocks #stockstowatch #Stock #share #sharemarket https://t.co/seCz2W3FuV,neutral,Morning Market Report         ,neutral
$aapl added fee more here. Average is 1.47 now.,positive,$aapl added fee more here. Average is 1.47 now.,neutral
"@Tesla stock going up.. I so regret selling my shares at $900 

#investing #stocks",negative," stock going up.. I so regret selling my shares at $900 

 ",negative
RT @JLyonsFundMgmt: Chart Of The Day: ISE Equity Call/Put Ratio hits highest level in 8 years (...red flag or 1-day outlier?) $SPY $SPX htt…,negative,RT : Chart Of The Day: ISE Equity Call/Put Ratio hits highest level in 8 years (...red flag or 1-day outlier?) $SPY $SPX htt…,positive
"RT @thedevman1: Did you hear about #Facebook?

Zuck lost a little money...7 BILLION I think.🤷‍♂️
Seems some advertisers pulled their Ads Cu…",negative,"RT : Did you hear about ?

Zuck lost a little money...7 BILLION I think.🤷‍♂️
Seems some advertisers pulled their Ads Cu…",negative
