text,sentiment,cleaned_text,final_result
"@vincent13031925 also 2013, but I sold. Also sold 6000 shares of $AMZN @ $4.50 in 1998. Like Ron Barron, I'm not making the same mistake with $TSLA this time.",negative,"@vincent13031925 also 2013, but I sold. Also sold 6000 shares of $AMZN @ $4.50 in 1998. Like Ron Barron, I'm not making the same mistake with $TSLA this time.",0.4497
"This is not a favorable time to trade big. Why?

- Headline risk - Opex / Powell / Covid / lock-down extension

- Trading range huge - ATR at 51c

- Breakdown between fundamentals &amp; prices - CTA re-leveraging $SPX, gamma 

- Low liquidity

- Lock-down extension=economic collapse",negative,"This is not a favorable time to trade big. Why?

- Headline risk - Opex / Powell / Covid / lock-down extension

- Trading range huge - ATR at 51c

- Breakdown between fundamentals &amp; prices - CTA re-leveraging $SPX, gamma 

- Low liquidity

- Lock-down extension=economic collapse",-0.7687
RT @FibroidNetwork: @MeshAwarenessAU @fibroidsupport @MeshCampaign @EmmaHardyMP @HumanHeadline @SharonHodgsonMP @carlheneghan @JackieDP @RC…,neutral,RT @FibroidNetwork: @MeshAwarenessAU @fibroidsupport @MeshCampaign @EmmaHardyMP @HumanHeadline @SharonHodgsonMP @carlheneghan @JackieDP @RC…,0.0
"2000 PIPS Profit in April 🔥🔥

For free signals, Join https://t.co/eVAprHWHoh

#gbpjpy #fx #aapl #eurcad #euraud #audnzd #bitcoin #crudeoil #forexsignals #eurgbp #audjpy #stocks #forex #BTC #usoil 79726 https://t.co/NfyxBD33yS",positive,"2000 PIPS Profit in April 🔥🔥

For free signals, Join https://t.co/eVAprHWHoh

#gbpjpy #fx #aapl #eurcad #euraud #audnzd #bitcoin #crudeoil #forexsignals #eurgbp #audjpy #stocks #forex #BTC #usoil 79726 https://t.co/NfyxBD33yS",0.5574
RT @Dennis_Trades: Did @Nasdaq really just try to hide the 4th industrial revolution by calling it “Future forward infrastructure”??? Can’t…,negative,RT @Dennis_Trades: Did @Nasdaq really just try to hide the 4th industrial revolution by calling it “Future forward infrastructure”??? Can’t…,-0.3049
You can take profits on $AAPL and $CVS,positive,You can take profits on $AAPL and $CVS,0.4404
RT @TommyTheBull287: $AAPL I am in $350 call swing a lot of resistance picking back up on $350 trend will see https://t.co/I1DODV7xRx,neutral,RT @TommyTheBull287: $AAPL I am in $350 call swing a lot of resistance picking back up on $350 trend will see https://t.co/I1DODV7xRx,0.0
"Many #investors #LOOSE #MONEY #Trading with
@robinhoodapp due to their #platform #problems!

#robinhood #robinhoodapp #robinhoodoutage $amzn $msft $fb $ba https://t.co/sL5zc5YOWn",negative,"Many #investors #LOOSE #MONEY #Trading with
@robinhoodapp due to their #platform #problems!

#robinhood #robinhoodapp #robinhoodoutage $amzn $msft $fb $ba https://t.co/sL5zc5YOWn",-0.7206
$FB Delta expiration 05/01/2020 #maxpain #options https://t.co/bDhWihGdXA https://t.co/kdT3d7LjyS,neutral,$FB Delta expiration 05/01/2020 #maxpain #options https://t.co/bDhWihGdXA https://t.co/kdT3d7LjyS,0.0
"RT @RodBoydILM: $FB is becoming indistinguishable from Fox News. 
Or is it the other way around?",neutral,"RT @RodBoydILM: $FB is becoming indistinguishable from Fox News. 
Or is it the other way around?",0.0
"RT @anuragchawla32: Did you know which stocks comes under Bank Nifty?

Here is the breakup of Bank Nifty for better understanding which sto…",positive,"RT @anuragchawla32: Did you know which stocks comes under Bank Nifty?

Here is the breakup of Bank Nifty for better understanding which sto…",0.8074
Morning Market Report #Nifty #nifty50 #sensex #stocks #stockstowatch #Stock #share #sharemarket https://t.co/seCz2W3FuV,neutral,Morning Market Report #Nifty #nifty50 #sensex #stocks #stockstowatch #Stock #share #sharemarket https://t.co/seCz2W3FuV,0.5994
$aapl added fee more here. Average is 1.47 now.,positive,$aapl added fee more here. Average is 1.47 now.,0.0
"@Tesla stock going up.. I so regret selling my shares at $900 

#investing #stocks",negative,"@Tesla stock going up.. I so regret selling my shares at $900 

#investing #stocks",-0.3434
RT @JLyonsFundMgmt: Chart Of The Day: ISE Equity Call/Put Ratio hits highest level in 8 years (...red flag or 1-day outlier?) $SPY $SPX htt…,negative,RT @JLyonsFundMgmt: Chart Of The Day: ISE Equity Call/Put Ratio hits highest level in 8 years (...red flag or 1-day outlier?) $SPY $SPX htt…,0.0
"RT @thedevman1: Did you hear about #Facebook?

Zuck lost a little money...7 BILLION I think.🤷‍♂️
Seems some advertisers pulled their Ads Cu…",negative,"RT @thedevman1: Did you hear about #Facebook?

Zuck lost a little money...7 BILLION I think.🤷‍♂️
Seems some advertisers pulled their Ads Cu…",-0.3182
"A Boomer's Plea: https://t.co/HVe2unB8ig

Sector expert Michael Ballanger voices frustration with his own generation, which has ""turned a blind eye"" to the radical, fiscal and moral principles that shaped it.

#economy #stocks #investing  @MiningJunkie https://t.co/GwNcM1ZxFN",negative,"A Boomer's Plea: https://t.co/HVe2unB8ig

Sector expert Michael Ballanger voices frustration with his own generation, which has ""turned a blind eye"" to the radical, fiscal and moral principles that shaped it.

#economy #stocks #investing  @MiningJunkie https://t.co/GwNcM1ZxFN",-0.7003
"RT @bsindia: Shares of metal companies were under pressure with Nifty Metal index falling 6% on the NSE on concerns of weak demand

#market…",negative,"RT @bsindia: Shares of metal companies were under pressure with Nifty Metal index falling 6% on the NSE on concerns of weak demand

#market…",-0.3182
RT @StocksNJocks: We welcome Fari Hamzei of @HamzeiAnalytics back to the show next. Stream us LIVE on https://t.co/6IvBdicpPw. #stocks #mar…,neutral,RT @StocksNJocks: We welcome Fari Hamzei of @HamzeiAnalytics back to the show next. Stream us LIVE on https://t.co/6IvBdicpPw. #stocks #mar…,0.4588
"🔔The Morning Ring🔔

“ I accepted everything for what it was-not what I wanted it to be.” - Nicolas Darvas

#tradingmindset #stocks #canslim #StockMarket https://t.co/wMrps4MBhD",neutral,"🔔The Morning Ring🔔

“ I accepted everything for what it was-not what I wanted it to be.” - Nicolas Darvas

#tradingmindset #stocks #canslim #StockMarket https://t.co/wMrps4MBhD",0.2732
RT @fawkesmask: @federalreserve Thank god the SP500 is going to ATH. Good job guys.,positive,RT @fawkesmask: @federalreserve Thank god the SP500 is going to ATH. Good job guys.,0.7579
RT @leadlagreport: Several large corporations are stopping advertising on Facebook either till July or for the whole of this year. If these…,negative,RT @leadlagreport: Several large corporations are stopping advertising on Facebook either till July or for the whole of this year. If these…,-0.1531
RT @randywhorton: Coming Up: #DayTrading Talks &amp; Tips with a special guest. (Sonja) #Live June 8 2020 at 8:PM Riyadh Time (1:PM EST). #Stoc…,neutral,RT @randywhorton: Coming Up: #DayTrading Talks &amp; Tips with a special guest. (Sonja) #Live June 8 2020 at 8:PM Riyadh Time (1:PM EST). #Stoc…,0.4019
"Amazon isn’t the only e-commerce company thriving. $AMZN shares have climbed &gt;30% this year. But some online retailers are faring even better. Shares of Wayfair, the online furniture and home goods seller, have doubled in price in 2020. /via @qz https://t.co/GQOmMzgcF9",positive,"Amazon isn’t the only e-commerce company thriving. $AMZN shares have climbed &gt;30% this year. But some online retailers are faring even better. Shares of Wayfair, the online furniture and home goods seller, have doubled in price in 2020. /via @qz https://t.co/GQOmMzgcF9",0.8225
"@SullyCNBC ICYMI we replaced $FAANG w/ $WACT - $WMT $AMZN $COST $TGT #deathofretail

cc: @RiskReversal @GuyAdami @JeffMacke https://t.co/clNllypHuT",neutral,"@SullyCNBC ICYMI we replaced $FAANG w/ $WACT - $WMT $AMZN $COST $TGT #deathofretail

cc: @RiskReversal @GuyAdami @JeffMacke https://t.co/clNllypHuT",0.0
"RT @Sarge986: Sizzling Nasdaq, Covid Crossroads, Coins Collect Dust, Thoughts on BP $KR $KFY $JBHT $LSTR $UPS $FDX $AMZN $MA $DIS $AAPL $FB…",neutral,"RT @Sarge986: Sizzling Nasdaq, Covid Crossroads, Coins Collect Dust, Thoughts on BP $KR $KFY $JBHT $LSTR $UPS $FDX $AMZN $MA $DIS $AAPL $FB…",0.6166
RT @SorabNY: Today’s profit $656  $spy $spx $tsla $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstreet #S…,positive,RT @SorabNY: Today’s profit $656  $spy $spx $tsla $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstreet #S…,0.4404
Avanos Medical Inc $AVNS Receives Average Recommendation of “Hold” from Brokerages https://t.co/iyVuFxoiQx #stocks,neutral,Avanos Medical Inc $AVNS Receives Average Recommendation of “Hold” from Brokerages https://t.co/iyVuFxoiQx #stocks,0.0
"$spy $spx $ES_F if markets base on weekly charts thursday, yall are in for a treat next week",positive,"$spy $spx $ES_F if markets base on weekly charts thursday, yall are in for a treat next week",0.4019
$SPX could very well erase all of its 2020 losses after being down more than 30% year to date https://t.co/2MWKqKD1Go,negative,$SPX could very well erase all of its 2020 losses after being down more than 30% year to date https://t.co/2MWKqKD1Go,-0.079
RT @realwillmeade: Netflix $NFLX now has a bigger market cap than Disney $DIS but if 29 states open up on May1st and sports are back on ($D…,positive,RT @realwillmeade: Netflix $NFLX now has a bigger market cap than Disney $DIS but if 29 states open up on May1st and sports are back on ($D…,0.0
"Disney misses quarterly profit estimates, offering the first assessment of the damage the pandemic has wreaked on the entertainment giant's business https://t.co/7QsqF5qWQp $DIS",negative,"Disney misses quarterly profit estimates, offering the first assessment of the damage the pandemic has wreaked on the entertainment giant's business https://t.co/7QsqF5qWQp $DIS",0.1531
"Mueller Water Products, Inc. $MWA Short Interest Update https://t.co/H4pt4tNfFl #stocks",positive,"Mueller Water Products, Inc. $MWA Short Interest Update https://t.co/H4pt4tNfFl #stocks",0.4588
RT @RichLightShed: Just spoke to union leaders representing Walt Disney World cast members in Orlando - Confirmed that Disney is NOT testin…,neutral,RT @RichLightShed: Just spoke to union leaders representing Walt Disney World cast members in Orlando - Confirmed that Disney is NOT testin…,0.0
"$twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna
$penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa
#ThursdayThoughts #thursdayvibes #Thursday 
@goldsworthy_art https://t.co/sd3FznTOem",neutral,"$twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna
$penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa
#ThursdayThoughts #thursdayvibes #Thursday 
@goldsworthy_art https://t.co/sd3FznTOem",0.0
"Bias Game #48
Fellow traders, here we are with another Bias Game quiz! 
Let's see what you think of this one 😉
Vote in our latest tweet!
If you like this content, help us share!! 👍
#Wyckoff #trading #wyckoffmethod #stocks #stockmarket #learntotrade #tradelikeapro #cryptotrading https://t.co/mHVUpXmDmo",neutral,"Bias Game #48
Fellow traders, here we are with another Bias Game quiz! 
Let's see what you think of this one 😉
Vote in our latest tweet!
If you like this content, help us share!! 👍
#Wyckoff #trading #wyckoffmethod #stocks #stockmarket #learntotrade #tradelikeapro #cryptotrading https://t.co/mHVUpXmDmo",0.7762
REPORT: Facebook fails to win over ad boycott organizers $FB https://t.co/csoywrk0MP,negative,REPORT: Facebook fails to win over ad boycott organizers $FB https://t.co/csoywrk0MP,-0.0772
"RT @gholland04: 💥💥💥 Obama administration repeatedly sought to cut PPE stockpile ...

... and with $T deficits the Dems are trying to Blame…",negative,"RT @gholland04: 💥💥💥 Obama administration repeatedly sought to cut PPE stockpile ...

... and with $T deficits the Dems are trying to Blame…",-0.8225
"RT @JesseCohenInv: 💥Notable #Earnings To Watch This Week (via @eWhispers)💥

Mon: $PEP 
Tues: $JPM $C $WFC $DAL $FAST
Wed: $GS $PNC $BK $UNH…",neutral,"RT @JesseCohenInv: 💥Notable #Earnings To Watch This Week (via @eWhispers)💥

Mon: $PEP 
Tues: $JPM $C $WFC $DAL $FAST
Wed: $GS $PNC $BK $UNH…",-0.3612
"With past performance like this, how can you not sign up for a Free 10-day trial to https://t.co/dciVAHNRLf? Winning Option Swing Trades Since 2006  $AMZN $GOOGL $NFLX $FB $AAPL",positive,"With past performance like this, how can you not sign up for a Free 10-day trial to https://t.co/dciVAHNRLf? Winning Option Swing Trades Since 2006  $AMZN $GOOGL $NFLX $FB $AAPL",0.8481
"$PJP #X5 Retail Group N.V. GDR X5 Earnings Preview 1Q 20 - Profitability under pressure as gross margin normalises: Revenue expected to grow by 15.7% yoy: We expect revenue to amount to RUB 469.4 bn, growing by 15.7%. Net retail sales… https://t.co/1QKnB9pTSk #equity #stocks",positive,"$PJP #X5 Retail Group N.V. GDR X5 Earnings Preview 1Q 20 - Profitability under pressure as gross margin normalises: Revenue expected to grow by 15.7% yoy: We expect revenue to amount to RUB 469.4 bn, growing by 15.7%. Net retail sales… https://t.co/1QKnB9pTSk #equity #stocks",-0.3612
$FB reports FQ1 earnings of $1.71 EPS and $17.74B Revs - https://t.co/g6Ov8jwf4X,neutral,$FB reports FQ1 earnings of $1.71 EPS and $17.74B Revs - https://t.co/g6Ov8jwf4X,0.0
"Mix Pre market action! Top traded large caps in pre market! 
$BA-1.57%
$NCLH-9.35%
$SPY+0.5%
$CCL-4.55%
$AAPL+0.96%
$AAL-0.29%
$TSLA+0.39%
$UAL-1.69%
$NKLA+4.8%
$QQQ+0.70%
$TQQQ+2.2%
$RCL-4.85%
$DAL-0.89%
$NIO+2.3%
$BYND+3.3%
$MSFT+0.7%
$DKNG-4.3%
$IWM+0.85%
$AMZN+0.9%
$AMD+0.79% https://t.co/qgjzbWJJM8",positive,"Mix Pre market action! Top traded large caps in pre market! 
$BA-1.57%
$NCLH-9.35%
$SPY+0.5%
$CCL-4.55%
$AAPL+0.96%
$AAL-0.29%
$TSLA+0.39%
$UAL-1.69%
$NKLA+4.8%
$QQQ+0.70%
$TQQQ+2.2%
$RCL-4.85%
$DAL-0.89%
$NIO+2.3%
$BYND+3.3%
$MSFT+0.7%
$DKNG-4.3%
$IWM+0.85%
$AMZN+0.9%
$AMD+0.79% https://t.co/qgjzbWJJM8",0.3365
"Target Locked $KO 
This looks bad, sell at $49.00 
Take Profit: $47.71 
Stop Loss: $49.49 
Trade with us:https://t.co/injT0PPxiC 
$TSLA $SPY $AAPL #Forex https://t.co/Honl7d4u7m",negative,"Target Locked $KO 
This looks bad, sell at $49.00 
Take Profit: $47.71 
Stop Loss: $49.49 
Trade with us:https://t.co/injT0PPxiC 
$TSLA $SPY $AAPL #Forex https://t.co/Honl7d4u7m",-0.6249
"RT @RisingSunCap: Isn’t $DIS a short on lackluster #reopening follow thru like the casinos in early-to-mid June?

Cc: @RichLightShed https:…",neutral,"RT @RisingSunCap: Isn’t $DIS a short on lackluster #reopening follow thru like the casinos in early-to-mid June?

Cc: @RichLightShed https:…",0.3612
@petenajarian $msft 182.50 16k weeklys bought today ...,positive,@petenajarian $msft 182.50 16k weeklys bought today ...,0.0
RT @passthepuck: NO ONE IS TALKING ABOUT THIS...WHY?  Respiratory acidosis develops when air inhaled into and exhaled from the lungs does n…,negative,RT @passthepuck: NO ONE IS TALKING ABOUT THIS...WHY?  Respiratory acidosis develops when air inhaled into and exhaled from the lungs does n…,-0.4466
"#LUPIN , Buy LUPIN Now @ 938.8

Looking good for  1000,  1100,  1240 ,  1370++++ in near term..  Support , between 850-890

#nifty #banknifty #equity #stocks #b7232506 #trading #sp https://t.co/pdah5NXMyt",positive,"#LUPIN , Buy LUPIN Now @ 938.8

Looking good for  1000,  1100,  1240 ,  1370++++ in near term..  Support , between 850-890

#nifty #banknifty #equity #stocks #b7232506 #trading #sp https://t.co/pdah5NXMyt",0.8074
Ascendis Pharma A/S $ASND Given New $219.00 Price Target at Oppenheimer https://t.co/DNYoPfBPv6 #stocks,neutral,Ascendis Pharma A/S $ASND Given New $219.00 Price Target at Oppenheimer https://t.co/DNYoPfBPv6 #stocks,0.0
"$NVDA $INTC both downgraded today, fwiw.",negative,"$NVDA $INTC both downgraded today, fwiw.",0.0
RT @MoHossain: “The forward 12-month P/E ratio for $SPX of 21.8 is well above the 5-year average (16.9) and the 10-year average (15.2)” @Fa…,positive,RT @MoHossain: “The forward 12-month P/E ratio for $SPX of 21.8 is well above the 5-year average (16.9) and the 10-year average (15.2)” @Fa…,0.2732
"RT @icewood_blade: Historically, amongst OTC #stocks reverse merger plays have the most insane ROI percentages. We have one on the brink of…",negative,"RT @icewood_blade: Historically, amongst OTC #stocks reverse merger plays have the most insane ROI percentages. We have one on the brink of…",-0.2484
@SaharasCharts Nice call on $Spx yesterday,positive,@SaharasCharts Nice call on $Spx yesterday,0.4215
"Are you ready for your 10-Day free trial, No credit Card required. Begin growing your portfolio with OptionAlarm Option Swing Trades today! https://t.co/7I5Am7xkYr $AAPL$NVDA $MSFT",neutral,"Are you ready for your 10-Day free trial, No credit Card required. Begin growing your portfolio with OptionAlarm Option Swing Trades today! https://t.co/7I5Am7xkYr $AAPL$NVDA $MSFT",0.6816
Earnings Season For Nordic Banks Is Upon Us. https://t.co/j7ewU8hGZn #stocks #stockmarket #economy,neutral,Earnings Season For Nordic Banks Is Upon Us. https://t.co/j7ewU8hGZn #stocks #stockmarket #economy,0.0
SP500 Daily Chart https://t.co/tcQACjY2UL 🙋 Bet with $BTC via  ⟶ https://t.co/IZRIXuhFIf √ https://t.co/tWlz9JjcGY,neutral,SP500 Daily Chart https://t.co/tcQACjY2UL 🙋 Bet with $BTC via  ⟶ https://t.co/IZRIXuhFIf √ https://t.co/tWlz9JjcGY,0.4939
"@HillaryClinton @JoeBiden 3 perverts. #metoo FOUNDATION -- all tax-free

$DJIA $SPX $NDX $IWM $AMZN $GOOGL $GS $FB $TWTR https://t.co/IwndRrSqLL",negative,"@HillaryClinton @JoeBiden 3 perverts. #metoo FOUNDATION -- all tax-free

$DJIA $SPX $NDX $IWM $AMZN $GOOGL $GS $FB $TWTR https://t.co/IwndRrSqLL",-0.5859
RT @AlmondConfirmed: I wonder why neither Apple nor Fitbit have been able to release a similar functionality to help with virus detection.…,negative,RT @AlmondConfirmed: I wonder why neither Apple nor Fitbit have been able to release a similar functionality to help with virus detection.…,0.4019
#technicalanalysis #elliottwave #priceaction #swingtrader #swingtrading #motivation #luxurylifestyle #stockmarket #millionaire #cash #FXsignals #successful #stocks #trading #investment #knowledge #forex #makemoney #motivated #wallstreet # scalping #financial #financialfreedom https://t.co/k8IdWeCJg5,positive,#technicalanalysis #elliottwave #priceaction #swingtrader #swingtrading #motivation #luxurylifestyle #stockmarket #millionaire #cash #FXsignals #successful #stocks #trading #investment #knowledge #forex #makemoney #motivated #wallstreet # scalping #financial #financialfreedom https://t.co/k8IdWeCJg5,0.8481
"$AAPL
watch 328+",neutral,"$AAPL
watch 328+",0.0
"I am looking to #invest in #stocks and I want to invest in a #blackowned #tech or #sustainablefashion company. If you have any recommendations, please let me know 🙏🏾💕",positive,"I am looking to #invest in #stocks and I want to invest in a #blackowned #tech or #sustainablefashion company. If you have any recommendations, please let me know 🙏🏾💕",0.7845
RT @frontierx5: $SPX $SPY if the president of the u.s.a says expect a V recovery maybe you should take the hint..,neutral,RT @frontierx5: $SPX $SPY if the president of the u.s.a says expect a V recovery maybe you should take the hint..,0.0
RT @ReformedBroker: Amazon is less than 2% away from a record high. $AMZN is 10% or so of the QQQ's https://t.co/ejWq3o2AuA,positive,RT @ReformedBroker: Amazon is less than 2% away from a record high. $AMZN is 10% or so of the QQQ's https://t.co/ejWq3o2AuA,0.1779
"#USDJPY hit 1st Target!🔥🔥 25 pips profit!✅🔥🔥

I know you will miss out : https://t.co/dOfAlEtA43

#stocks #XAGUSD #forextrading $ETH $BTC #EURCHF #CRYPTO #XAUSUD #fx #FB $BTC #Forex #forexsignal #EURUSD #AAPL 513737083 https://t.co/4o1nOpP9PF",neutral,"#USDJPY hit 1st Target!🔥🔥 25 pips profit!✅🔥🔥

I know you will miss out : https://t.co/dOfAlEtA43

#stocks #XAGUSD #forextrading $ETH $BTC #EURCHF #CRYPTO #XAUSUD #fx #FB $BTC #Forex #forexsignal #EURUSD #AAPL 513737083 https://t.co/4o1nOpP9PF",-0.7835
"$spy $gspc $aapl $nflx $goog $tsla Financial stocks reverse course, as J.P. Morgan and Wells Fargo shares swing to losses  https://t.co/6NRdAue7ZU",negative,"$spy $gspc $aapl $nflx $goog $tsla Financial stocks reverse course, as J.P. Morgan and Wells Fargo shares swing to losses  https://t.co/6NRdAue7ZU",0.128
"RT @Terri1618: $SPY update. Consolidating the big move up. Reaction2 eps will be key. Patience4 high probability setups

T: $PINS $ZM locku…",positive,"RT @Terri1618: $SPY update. Consolidating the big move up. Reaction2 eps will be key. Patience4 high probability setups

T: $PINS $ZM locku…",0.0
Pilots in Pakistan air crash distracted by ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/8f5TNzCEOd,negative,Pilots in Pakistan air crash distracted by ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/8f5TNzCEOd,-0.6249
7 Investing Principals #Investing #StockMarket #Retirement #Stocks #Bonds Download our free guide https://t.co/yWXwHQvLLK https://t.co/NHLyu8NgBr,neutral,7 Investing Principals #Investing #StockMarket #Retirement #Stocks #Bonds Download our free guide https://t.co/yWXwHQvLLK https://t.co/NHLyu8NgBr,0.5106
Looks like growth stocks are taking it on the chin today. Possible profit taking and rotation into value names. Some consolidation was due. $SPX,positive,Looks like growth stocks are taking it on the chin today. Possible profit taking and rotation into value names. Some consolidation was due. $SPX,0.8555
"RT @dreambigly: $aapl up overnight as usual lately needs to get over 400 fast of take the market down, 3230 SP resistance 
everyone needs a…",negative,"RT @dreambigly: $aapl up overnight as usual lately needs to get over 400 fast of take the market down, 3230 SP resistance 
everyone needs a…",0.0
$SPX $SPY $QQQ @federalreserve @realDonaldTrump bring the market down! https://t.co/Tuh7ft0s4U,negative,$SPX $SPY $QQQ @federalreserve @realDonaldTrump bring the market down! https://t.co/Tuh7ft0s4U,0.0
"Watching Mark Zuckerberg interview Dr. Fauci on Facebook Live $FB #COVID19 
https://t.co/QuOzCOfasb https://t.co/DQEfxFaIIX",neutral,"Watching Mark Zuckerberg interview Dr. Fauci on Facebook Live $FB #COVID19 
https://t.co/QuOzCOfasb https://t.co/DQEfxFaIIX",0.0
Crazy opening gaps... $SPY $SPX 😘,negative,Crazy opening gaps... $SPY $SPX 😘,0.1027
RT @FactSet: The forward 12-month P/E ratio for $SPX of 21.8 is well above the 5-year average (16.9) and the 10-year average (15.2). https:…,positive,RT @FactSet: The forward 12-month P/E ratio for $SPX of 21.8 is well above the 5-year average (16.9) and the 10-year average (15.2). https:…,0.2732
"RT @CCM_Ryan: I’m intrigued by the concept of thematic investing. Building a portfolio around central themes/trends

- CTV $ROKU $TTD
- War…",neutral,"RT @CCM_Ryan: I’m intrigued by the concept of thematic investing. Building a portfolio around central themes/trends

- CTV $ROKU $TTD
- War…",0.0
RT @DKellerCMT: Can't be too negative on stocks until I see cumulative advance-declines breaking support then making a lower low.  Teasing…,negative,RT @DKellerCMT: Can't be too negative on stocks until I see cumulative advance-declines breaking support then making a lower low.  Teasing…,0.3395
$FB puts gonna slap today,positive,$FB puts gonna slap today,0.1531
RT @mardermarket: “Don’t be a hero. Don’t have an ego. Always question yourself and your ability. Don’t ever feel that you are very good. T…,negative,RT @mardermarket: “Don’t be a hero. Don’t have an ego. Always question yourself and your ability. Don’t ever feel that you are very good. T…,0.8439
Buy rating ✅✅ $insg Inseego #stockstowatch #stocks #technology https://t.co/Y00iC3nG3Q,positive,Buy rating ✅✅ $insg Inseego #stockstowatch #stocks #technology https://t.co/Y00iC3nG3Q,0.0
RT @syinvesting: @PeterKolchinsky @UniofOxford @VasNarasimhan @BioCentury #COVID19 An updated vaccine pipeline from @TheLancet: https://t.c…,neutral,RT @syinvesting: @PeterKolchinsky @UniofOxford @VasNarasimhan @BioCentury #COVID19 An updated vaccine pipeline from @TheLancet: https://t.c…,0.0
"RT @SoccerMomTrades: This is how I see $ES right now...bearish bias under $3232 . The closer you open your short to that zone, the better y…",negative,"RT @SoccerMomTrades: This is how I see $ES right now...bearish bias under $3232 . The closer you open your short to that zone, the better y…",0.3612
Brokers Issue Forecasts for Centennial Resource Development Inc’s Q1 2020 Earnings $CDEV https://t.co/xZREqdbLed #stocks,neutral,Brokers Issue Forecasts for Centennial Resource Development Inc’s Q1 2020 Earnings $CDEV https://t.co/xZREqdbLed #stocks,0.0
"RT @ScalpMaster1: Long Watches: $AMZN, $TSLA, $IMRN, $AAPL, $BABA! Short Watches: $PM!",neutral,"RT @ScalpMaster1: Long Watches: $AMZN, $TSLA, $IMRN, $AAPL, $BABA! Short Watches: $PM!",0.0
Aerpio Pharmaceuticals ($ARPO) social hype OVER HYPED. Chance of financial distress is under 1%. https://t.co/nNgCqhbNWo #biotech #stocks #fintech,negative,Aerpio Pharmaceuticals ($ARPO) social hype OVER HYPED. Chance of financial distress is under 1%. https://t.co/nNgCqhbNWo #biotech #stocks #fintech,-0.34
"RT @unusualOA: Date : 07/09/2020
Time :  10:33 AM
Ticker : $ATH
Exp :  08/21/20
Strike :35
Spot : 29.97
Contracts : 1000 @ 1.84
Premium : $…",neutral,"RT @unusualOA: Date : 07/09/2020
Time :  10:33 AM
Ticker : $ATH
Exp :  08/21/20
Strike :35
Spot : 29.97
Contracts : 1000 @ 1.84
Premium : $…",-0.128
"RT @CryptonewsGames: Ray Dalio, the billionaire hedge fund manager and founder and chief investment officer of Bridgewater Associates, beli…",neutral,"RT @CryptonewsGames: Ray Dalio, the billionaire hedge fund manager and founder and chief investment officer of Bridgewater Associates, beli…",0.0
"$es $es_f 4hr chart. Nice consolidation going on, I wouldn't be surprised to see this upward trend break, then get the next leg push higher. Something I am actually looking for. GL $spy $spx I am holding a partial position in 360c $nvda 

$nvda $amzn $ba $aapl $googl $nflx $roku https://t.co/u97Mx4iqCp",positive,"$es $es_f 4hr chart. Nice consolidation going on, I wouldn't be surprised to see this upward trend break, then get the next leg push higher. Something I am actually looking for. GL $spy $spx I am holding a partial position in 360c $nvda 

$nvda $amzn $ba $aapl $googl $nflx $roku https://t.co/u97Mx4iqCp",0.633
"""The first rule of business; treat others like they want to treat you.""- Charles Dickens #softwareengineer #javascript #python #C++ #golang #nodejs #reactjs #stockopertor #highgrowthstocks $SPX $QQQ $RUT $VIX #canslim",positive,"""The first rule of business; treat others like they want to treat you.""- Charles Dickens #softwareengineer #javascript #python #C++ #golang #nodejs #reactjs #stockopertor #highgrowthstocks $SPX $QQQ $RUT $VIX #canslim",0.802
"Unless you are an arrogant letter writer/advice seller (not all are but some are) it is time to realize that the obvious problems in this economy and the financial mkts provide an uncertain road w/ both risk and opportunity, even if u are a pious shark. $SPX $NDX $IWM",negative,"Unless you are an arrogant letter writer/advice seller (not all are but some are) it is time to realize that the obvious problems in this economy and the financial mkts provide an uncertain road w/ both risk and opportunity, even if u are a pious shark. $SPX $NDX $IWM",-0.6486
"Stocks open higher as unemployment claims continue to rise, but at slower pace.
-Dow industrials up 71 points, or 0.3%
-S&amp;P 500 rises 0.4% to 2,810.46
-Nasdaq Composite up 0.3% at 8,521.15
#DOW #US30 #SPX500 #NASDAQ #MarketWatch",negative,"Stocks open higher as unemployment claims continue to rise, but at slower pace.
-Dow industrials up 71 points, or 0.3%
-S&amp;P 500 rises 0.4% to 2,810.46
-Nasdaq Composite up 0.3% at 8,521.15
#DOW #US30 #SPX500 #NASDAQ #MarketWatch",-0.2382
